Janner1,Janner2,Janner3,Country1,Country2,Country3,Main_Acter,Director1,Director2,Director3,type,release_year,rating,duration[Seasons/Min],,,,,
7,10,35,6,,,3206,,,,1,69,3,132,,,,,
12,,,4,,,385,,,,0,68,3,1,,,,,
2,,,4,,,3207,,,,1,39,2,96,,,,,
2,28,,4,,,3208,,,,1,68,1,91,,,,,
5,1,,22,,,3209,,,,0,69,3,1,,,,,
25,,33,4,,,1692,,,,0,71,3,3,,,,,
12,,,19,4,12,3210,,,,0,67,2,1,,,,,
6,,,68,4,,12,,,,1,70,2,71,,,,,
7,3,28,6,,,1927,,,,1,70,3,127,,,,,
2,10,,19,,,3211,,,,1,71,2,96,,,,,
15,,,4,,,12,,,,0,71,3,1,,,,,
12,,,4,,,3212,,,,0,70,2,2,,,,,
13,,,4,,,3212,,,,1,70,2,104,,,,,
24,7,35,30,21,,3213,,,,1,44,3,95,,,,,
6,10,,33,52,,12,,,,1,68,2,85,,,,,
24,7,31,4,,,162,,,,1,33,2,106,,,,,
27,,,4,,,3214,,,,0,68,1,1,,,,,
5,1,,22,,,196,,,,0,69,3,1,,,,,
6,,,4,27,,12,,,,1,69,2,108,,,,,
4,2,10,1,,,3215,,,,1,68,2,123,,,,,
15,1,,10,,,12,,,,0,70,3,1,,,,,
6,,,7,4,,12,,,,1,70,3,105,,,,,
13,7,,26,4,,3216,,,,1,51,1,85,,,,,
13,7,,4,,,3216,,,,1,54,2,78,,,,,
6,,,4,,,12,,,,1,70,1,99,,,,,
9,1,27,21,,,12,,,,0,70,1,1,,,,,
21,29,11,4,,,12,,,,1,71,2,42,,,,,
27,,,10,,,3217,,,,0,71,2,1,,,,,
4,2,,4,,,3218,,,,1,71,2,95,,,,,
2,10,18,16,19,,3219,,,,1,67,3,135,,,,,
5,1,22,16,,,2615,,,,0,71,3,2,,,,,
7,10,,8,,,912,,,,1,63,3,130,,,,,
7,2,10,6,,,3220,,,,1,70,3,115,,,,,
1,30,22,10,,,3221,,,,0,65,1,1,,,,,
2,10,,21,19,,922,,,,1,67,2,107,,,,,
27,,,4,,,3222,,,,0,71,3,2,,,,,
27,,,4,,,1226,,,,0,71,2,1,,,,,
10,18,,38,,,3223,,,,1,66,2,114,,,,,
2,10,35,21,19,12,2500,,,,1,66,2,107,,,,,
1,,22,22,,,3224,,,,0,70,3,1,,,,,
2,10,17,27,21,,3225,,,,1,67,2,94,,,,,
7,2,28,2,4,,3226,,,,1,69,2,94,,,,,
2,28,10,14,,,155,,,,1,69,2,113,,,,,
9,15,1,21,,,12,,,,0,70,3,1,,,,,
6,10,,6,4,,65,,,,1,70,3,74,,,,,
2,28,10,6,19,,3227,,,,1,66,3,85,,,,,
12,,,10,,,342,,,,0,71,1,1,,,,,
13,,,10,,,342,,,,1,70,1,63,,,,,
2,28,18,4,,,3228,,,,1,69,2,104,,,,,
7,2,10,6,,,2799,,,,1,71,3,176,,,,,
1,23,,1,,,3229,,,,0,70,1,1,,,,,
12,,,10,,,3230,,,,0,71,3,3,,,,,
13,,,10,,,3230,,,,1,70,1,28,,,,,
13,,,12,,,3230,,,,1,71,2,24,,,,,
13,,,10,,,3230,,,,1,71,1,59,,,,,
12,,,10,,,3230,,,,0,70,2,1,,,,,
12,,,4,,,2667,,,,0,71,2,1,,,,,
13,,,4,,,3230,,,,1,71,1,24,,,,,
13,,,10,,,3230,,,,1,70,1,25,,,,,
13,,,4,,,3231,,,,1,71,1,24,,,,,
7,2,10,6,,,1102,,,,1,66,1,127,,,,,
12,,,4,22,31,3232,,,,0,69,2,2,,,,,
7,31,,4,,,1426,,,,1,59,3,113,,,,,
4,24,2,4,,,3233,,,,1,24,1,91,,,,,
4,11,,21,4,,3234,,,,1,36,2,125,,,,,
26,33,,4,,,3235,,,,0,71,2,4,,,,,
4,7,10,14,,,35,,,,1,70,1,108,,,,,
4,11,,4,,,3236,,,,1,58,1,154,,,,,
32,26,25,4,,,1381,,,,0,71,3,14,,,,,
9,15,,21,,,12,,,,0,68,3,1,,,,,
7,,,4,,,3237,,,,1,51,2,82,,,,,
7,2,10,6,,,3238,,,,1,71,3,140,,,,,
2,10,,6,,,3239,,,,1,54,2,137,,,,,
2,10,35,25,,,3240,,,,1,68,3,98,,,,,
13,7,17,4,,,2078,,,,1,59,2,86,,,,,
2,,10,25,,,3241,,,,1,67,3,121,,,,,
2,,10,25,,,3241,,,,1,69,3,119,,,,,
5,1,34,10,,,3242,,,,0,69,3,1,,,,,
15,,,4,,,3243,,,,0,71,3,1,,,,,
6,,,4,,,3244,,,,1,69,2,103,,,,,
6,,,4,,,3245,,,,1,69,2,86,,,,,
6,,,4,,,12,,,,1,68,3,92,,,,,
3,10,,25,,,2961,,,,1,70,1,126,,,,,
10,18,,22,,,846,,,,1,71,2,123,,,,,
2,10,,6,,,386,,,,1,56,3,185,,,,,
2,28,10,6,,,1665,,,,1,29,2,123,,,,,
1,22,,10,,,3246,,,,0,70,1,1,,,,,
7,10,,12,,,3247,,,,1,66,1,75,,,,,
7,10,,12,,,3247,,,,1,66,1,112,,,,,
2,3,29,4,21,,637,,,,1,59,3,116,,,,,
2,28,18,4,12,,2302,,,,1,69,1,93,,,,,
3,11,18,4,,,3248,,,,1,71,1,83,,,,,
7,,,4,,,3249,,,,1,70,1,94,,,,,
7,2,28,4,45,,3250,,,,1,68,2,97,,,,,
1,22,,37,,,622,,,,0,70,3,1,,,,,
16,1,,37,,,771,,,,0,66,3,2,,,,,
16,1,,37,,,3251,,,,0,70,2,1,,,,,
4,2,10,31,23,,3252,,,,1,68,1,108,,,,,
4,10,,23,,,3253,,,,1,32,1,101,,,,,
4,,,4,,,660,,,,1,53,2,99,,,,,
16,1,,37,,,3108,,,,0,70,1,2,,,,,
12,,,4,,,536,,,,0,62,3,1,,,,,
2,10,29,6,,,559,,,,1,51,2,177,,,,,
2,10,,6,,,68,,,,1,59,3,162,,,,,
1,22,,52,,,3254,,,,0,69,3,1,,,,,
15,1,27,4,,,12,,,,0,71,3,1,,,,,
2,10,,6,,,3255,,,,1,60,3,95,,,,,
7,28,,4,,,2646,,,,1,69,1,84,,,,,
7,35,,4,26,,1069,,,,1,63,2,97,,,,,
1,23,22,31,,,3256,,,,0,70,3,1,,,,,
7,,,4,,,3257,,,,1,69,1,80,,,,,
6,,,4,,,12,,,,1,70,2,88,,,,,
5,26,,19,4,,3258,,,,0,70,3,2,,,,,
4,,,4,,,3259,,,,1,62,2,107,,,,,
2,10,18,6,,,68,,,,1,64,2,140,,,,,
15,1,,30,,,3260,,,,0,70,3,3,,,,,
31,3,28,4,,,3261,,,,1,70,1,110,,,,,
22,,,4,,,3262,,,,0,71,3,1,,,,,
22,,,21,4,,3263,,,,0,45,3,1,,,,,
12,23,,72,64,8,3264,,,,0,69,2,2,,,,,
13,7,35,4,,,3265,,,,1,71,1,103,,,,,
2,28,,4,,,1801,,,,1,68,2,112,,,,,
4,10,35,6,,,3266,,,,1,66,1,111,,,,,
2,10,35,6,,,484,,,,1,67,3,133,,,,,
1,30,22,42,,,3267,,,,0,70,2,1,,,,,
24,2,10,24,14,,12,,,,1,45,2,124,,,,,
7,2,10,6,,,2454,,,,1,63,2,114,,,,,
2,28,10,6,,,3268,,,,1,69,3,148,,,,,
7,3,10,25,,,3100,,,,1,70,2,91,,,,,
10,18,,19,,,3269,,,,1,67,1,81,,,,,
13,,,4,,,3270,,,,1,51,2,89,,,,,
13,,,4,,,3271,,,,1,57,1,72,,,,,
7,10,,15,,,3272,,,,1,65,1,112,,,,,
4,2,10,9,,,3273,,,,1,69,2,101,,,,,
11,18,,4,,,658,,,,1,70,1,98,,,,,
24,2,18,4,,,2324,,,,1,28,3,114,,,,,
1,22,,15,,,3019,,,,0,70,1,1,,,,,
29,,,10,,,3274,,,,1,70,3,125,,,,,
12,,,22,,,3275,,,,0,66,2,2,,,,,
13,,,4,,,3276,,,,1,68,1,48,,,,,
2,10,18,6,,,181,,,,1,68,3,128,,,,,
6,,,4,,,12,,,,1,69,2,81,,,,,
6,17,,4,,,12,,,,1,68,3,91,,,,,
12,23,,10,,,3277,,,,0,71,1,1,,,,,
4,2,,4,,,47,,,,1,55,2,121,,,,,
16,1,30,37,,,3278,,,,0,71,3,1,,,,,
13,2,10,10,,,3279,,,,1,71,2,103,,,,,
4,7,10,29,,,824,,,,1,70,3,155,,,,,
2,28,10,6,,,3280,,,,1,70,3,119,,,,,
2,10,18,6,,,181,,,,1,62,1,137,,,,,
2,28,,4,,,3281,,,,1,68,3,89,,,,,
13,7,,23,4,,3135,,,,1,59,2,87,,,,,
13,7,,4,23,,3282,,,,1,43,2,88,,,,,
4,7,,10,,,3283,,,,1,42,2,94,,,,,
7,10,29,6,,,3284,,,,1,62,1,125,,,,,
6,,,21,,,12,,,,1,71,3,86,,,,,
13,,,4,95,,12,,,,1,68,1,67,,,,,
3,28,,37,4,,3285,,,,1,69,2,78,,,,,
2,10,,24,19,26,3286,,,,1,69,2,108,,,,,
2,28,10,23,,,791,,,,1,67,1,102,,,,,
7,10,35,6,,,465,,,,1,64,1,127,,,,,
1,30,34,2,,,2146,,,,0,62,3,1,,,,,
4,11,,4,26,21,3287,,,,1,55,2,109,,,,,
4,11,,4,26,21,299,,,,1,61,2,115,,,,,
6,10,,19,,,3288,,,,1,67,2,98,,,,,
1,27,,4,37,,3289,,,,0,69,3,4,,,,,
1,27,,37,,,3289,,,,0,68,2,2,,,,,
1,27,,37,,,3289,,,,0,70,3,6,,,,,
1,27,,10,,,3289,,,,0,71,3,1,,,,,
3,28,18,4,,,3290,,,,1,69,1,84,,,,,
5,15,1,4,56,,12,,,,0,70,1,1,,,,,
7,10,35,6,,,3291,,,,1,68,1,133,,,,,
4,10,29,21,6,,559,,,,1,64,1,121,,,,,
12,23,,6,,,3292,,,,0,67,1,1,,,,,
4,10,29,6,,,3293,,,,1,64,2,156,,,,,
14,,,6,,,12,,,,0,71,1,1,,,,,
7,10,35,6,,,205,,,,1,63,1,131,,,,,
23,,,4,,,1069,,,,0,57,3,8,,,,,
10,35,,34,,,3294,,,,1,67,3,91,,,,,
1,,30,22,,,3295,,,,0,65,3,1,,,,,
1,22,,10,,,3296,,,,0,70,3,1,,,,,
26,22,33,4,,,870,,,,0,71,3,6,,,,,
7,10,,45,,,3297,,,,1,68,2,108,,,,,
15,,,4,,,12,,,,0,70,3,1,,,,,
6,17,,4,,,12,,,,1,68,3,100,,,,,
3,10,,25,,,3298,,,,1,70,1,108,,,,,
3,10,,25,,,3298,,,,1,71,1,117,,,,,
5,15,1,10,,,1200,,,,0,71,3,1,,,,,
22,,33,4,21,,3299,,,,0,59,3,4,,,,,
4,2,10,2,14,,3300,,,,1,68,2,117,,,,,
10,18,,32,,,1047,,,,1,71,1,95,,,,,
9,1,22,21,,,3301,,,,0,70,1,1,,,,,
4,7,10,9,,,957,,,,1,69,1,104,,,,,
6,10,,12,,,12,,,,1,70,2,78,,,,,
2,18,,4,,,1480,,,,1,67,1,87,,,,,
1,22,,10,,,3302,,,,0,62,2,2,,,,,
13,,,12,,,551,,,,1,68,1,88,,,,,
12,23,,30,,,1319,,,,0,67,3,2,,,,,
12,23,,4,,,398,,,,0,70,2,6,,,,,
13,,,4,,,3303,,,,1,57,3,93,,,,,
12,,,4,12,,3304,,,,0,45,1,1,,,,,
13,,,4,28,21,85,,,,1,63,3,107,,,,,
2,10,11,24,,,3305,,,,1,59,3,99,,,,,
7,2,10,19,,,3306,,,,1,68,2,94,,,,,
7,29,,4,,,3307,,,,1,70,1,90,,,,,
4,2,10,22,,,3308,,,,1,68,2,140,,,,,
5,15,1,14,,,12,,,,0,71,2,1,,,,,
4,7,10,34,,,511,,,,1,66,1,105,,,,,
6,,,4,,,3309,,,,1,70,3,98,,,,,
3,,,4,,,86,,,,1,57,1,89,,,,,
32,23,,4,,,3310,,,,0,19,3,8,,,,,
2,10,18,38,4,,3311,,,,1,70,2,114,,,,,
7,2,10,15,,,3312,,,,1,62,2,108,,,,,
1,27,,3,,,3313,,,,0,66,3,2,,,,,
7,2,10,14,19,39,3314,,,,1,67,1,80,,,,,
2,28,10,16,,,3315,,,,1,71,1,79,,,,,
2,10,,9,,,3316,,,,1,68,1,101,,,,,
2,10,,7,,,3317,,,,1,69,2,115,,,,,
4,7,28,12,4,,1265,,,,1,65,2,90,,,,,
5,22,,4,,,3318,,,,0,70,3,1,,,,,
3,28,18,21,4,,3319,,,,1,68,2,86,,,,,
7,2,10,68,,,3320,,,,1,70,2,94,,,,,
7,3,,4,,,3321,,,,1,69,2,85,,,,,
27,30,,10,,,12,,,,0,61,1,1,,,,,
2,,,4,,,3322,,,,1,69,2,100,,,,,
2,28,18,4,,,3323,,,,1,68,1,119,,,,,
7,,,21,,,443,,,,1,67,1,87,,,,,
6,,,4,,,12,,,,1,68,2,101,,,,,
7,2,,4,,,1926,,,,1,70,2,133,,,,,
7,3,10,14,24,,746,,,,1,69,2,102,,,,,
4,10,,23,,,3324,,,,1,45,2,83,,,,,
3,18,,4,,,3325,,,,1,70,3,89,,,,,
6,17,,4,,,3326,,,,1,66,3,80,,,,,
24,6,,4,,,2625,,,,1,2,2,18,,,,,
4,10,,23,,,2493,,,,1,60,2,110,,,,,
1,22,,10,,,1457,,,,0,64,2,1,,,,,
15,1,,1,,,12,,,,0,68,1,1,,,,,
20,,,10,,,3327,,,,1,68,1,63,,,,,
9,15,,21,,,3328,,,,0,63,1,1,,,,,
9,27,,21,,,3329,,,,0,67,2,1,,,,,
9,1,27,21,,,3330,,,,0,70,2,2,,,,,
6,,,4,,,3331,,,,1,70,2,72,,,,,
6,10,,10,,,12,,,,1,70,3,91,,,,,
6,10,,1,,,12,,,,1,65,3,91,,,,,
6,10,,1,,,12,,,,1,70,1,73,,,,,
4,2,10,31,,,3332,,,,1,69,1,98,,,,,
6,29,,4,,,3333,,,,1,71,3,118,,,,,
2,10,,21,6,4,3334,,,,1,69,3,121,,,,,
3,,,4,,,3335,,,,1,68,1,95,,,,,
3,28,18,12,4,,3336,,,,1,67,1,95,,,,,
5,22,,4,,,3337,,,,0,71,3,6,,,,,
2,17,,4,,,144,,,,1,68,2,98,,,,,
6,,,30,4,,12,,,,1,70,3,101,,,,,
2,28,10,49,19,,3338,,,,1,68,1,86,,,,,
2,10,,9,,,3339,,,,1,71,2,99,,,,,
2,28,,4,21,19,924,,,,1,65,1,91,,,,,
9,15,1,21,,,218,,,,0,53,3,1,,,,,
13,2,28,6,,,3340,,,,1,57,3,90,,,,,
2,28,,12,11,,3341,,,,1,71,2,106,,,,,
6,,,4,,,12,,,,1,68,2,59,,,,,
9,15,,21,,,3342,,,,0,63,1,1,,,,,
1,22,,19,,,3343,,,,0,71,3,1,,,,,
4,11,,4,,,828,,,,1,62,2,118,,,,,
22,,,4,65,46,3344,,,,0,65,3,3,,,,,
12,23,,4,,,3345,,,,0,70,2,2,,,,,
2,10,35,19,,,3346,,,,1,67,1,98,,,,,
27,,,4,,,3347,,,,0,71,3,2,,,,,
4,7,35,4,,,1383,,,,1,62,1,111,,,,,
11,18,,4,,,819,,,,1,61,1,116,,,,,
2,28,10,21,4,,3049,,,,1,60,3,95,,,,,
13,7,,4,12,,2517,,,,1,62,2,86,,,,,
13,2,28,21,96,,3348,,,,1,71,3,114,,,,,
4,28,,4,,,3349,,,,1,71,3,103,,,,,
2,18,,4,,,2676,,,,1,59,2,122,,,,,
2,28,17,4,,,1054,,,,1,71,1,95,,,,,
13,2,10,46,12,77,3350,,,,1,69,3,93,,,,,
5,1,22,52,,,3351,,,,0,70,3,2,,,,,
19,23,,4,,,12,,,,0,70,1,1,,,,,
7,28,10,28,,,3352,,,,1,70,1,82,,,,,
7,2,35,4,,,3353,,,,1,58,1,107,,,,,
2,10,35,34,,,3186,,,,1,67,2,118,,,,,
1,,30,10,,,2934,,,,0,69,2,1,,,,,
2,10,35,9,,,3354,,,,1,69,3,119,,,,,
7,2,10,22,,,3355,,,,1,69,1,102,,,,,
4,11,,4,56,21,2944,,,,1,57,1,119,,,,,
6,,,4,,,3356,,,,1,68,2,76,,,,,
7,2,,4,,,379,,,,1,59,3,97,,,,,
7,10,,10,,,3193,,,,1,65,1,96,,,,,
4,2,10,23,,,974,,,,1,35,2,103,,,,,
2,28,10,69,4,,3357,,,,1,70,2,81,,,,,
2,10,35,5,,,2033,,,,1,65,3,118,,,,,
3,18,,4,31,,3358,,,,1,69,1,96,,,,,
6,,,4,,,274,,,,1,68,3,93,,,,,
2,28,10,38,26,,3359,,,,1,69,2,109,,,,,
1,27,,6,,,12,,,,0,70,1,1,,,,,
2,18,,12,,,86,,,,1,66,1,112,,,,,
6,17,,4,,,3360,,,,1,69,2,60,,,,,
2,,,4,,,3361,,,,1,69,2,113,,,,,
1,27,,28,,,12,,,,0,71,3,2,,,,,
12,,,12,21,4,3362,,,,0,66,2,2,,,,,
4,2,10,15,,,3363,,,,1,69,2,126,,,,,
2,10,18,9,,,2330,,,,1,68,1,109,,,,,
5,1,22,19,,,3364,,,,0,70,2,1,,,,,
1,30,23,10,,,3123,,,,0,71,1,1,,,,,
3,18,,4,,,3365,,,,1,68,1,93,,,,,
15,,,4,,,3366,,,,0,71,3,2,,,,,
1,27,,30,,,3367,,,,0,69,2,1,,,,,
2,10,,15,,,3368,,,,1,62,2,101,,,,,
2,10,18,14,2,,1005,,,,1,68,3,111,,,,,
1,22,,1,,,3369,,,,0,71,1,1,,,,,
2,28,10,2,19,,3370,,,,1,67,2,107,,,,,
2,,,21,4,,3371,,,,1,65,2,100,,,,,
13,7,,4,,,1265,,,,1,70,3,104,,,,,
13,7,,4,,,3372,,,,1,68,1,92,,,,,
24,2,,4,,,3373,,,,1,17,3,103,,,,,
27,,,10,,,3374,,,,0,72,1,1,,,,,
7,2,28,4,,,3375,,,,1,69,1,90,,,,,
4,7,2,19,,,3376,,,,1,69,2,105,,,,,
4,11,,4,,,1812,,,,1,70,1,102,,,,,
5,1,34,2,,,3377,,,,0,71,2,1,,,,,
5,1,22,30,,,3378,,,,0,66,3,1,,,,,
9,15,1,21,,,3379,,,,0,63,3,1,,,,,
19,23,,4,,,3374,,,,0,70,1,2,,,,,
2,10,18,52,77,19,3380,,,,1,70,2,118,,,,,
2,28,,4,,,825,,,,1,62,2,105,,,,,
7,35,,4,,,3381,,,,1,70,1,103,,,,,
5,15,,4,,,12,,,,0,71,3,1,,,,,
5,15,,4,,,12,,,,0,71,3,2,,,,,
7,2,28,12,,,337,,,,1,68,2,101,,,,,
1,22,,10,,,3382,,,,0,70,1,1,,,,,
2,10,11,38,26,7,3383,,,,1,65,2,123,,,,,
3,18,,4,,,490,,,,1,65,3,112,,,,,
7,10,18,15,,,3384,,,,1,63,2,114,,,,,
3,18,,4,,,3385,,,,1,48,2,101,,,,,
1,,23,22,,,3386,,,,0,68,2,2,,,,,
6,,,4,,,3387,,,,1,71,2,53,,,,,
15,1,,10,,,12,,,,0,69,3,1,,,,,
4,10,,19,,,2682,,,,1,67,2,81,,,,,
5,1,22,7,,,3317,,,,0,67,1,2,,,,,
13,7,,10,,,558,,,,1,65,3,99,,,,,
4,31,11,4,,,3388,,,,1,46,3,102,,,,,
9,1,22,21,4,,3389,,,,0,71,3,3,,,,,
7,31,10,7,,,3390,,,,1,22,3,66,,,,,
24,28,18,21,37,4,3391,,,,1,44,2,112,,,,,
6,10,,4,,,3392,,,,1,71,3,83,,,,,
15,1,,19,26,,12,,,,0,67,3,1,,,,,
23,,,10,,,3393,,,,0,70,3,1,,,,,
15,,,4,,,318,,,,0,66,2,1,,,,,
7,,,21,4,,1149,,,,1,67,1,101,,,,,
2,10,,6,,,3394,,,,1,61,3,99,,,,,
2,10,35,25,,,3395,,,,1,63,2,105,,,,,
2,10,,21,4,26,3396,,,,1,67,2,120,,,,,
13,,,4,21,,3397,,,,1,34,3,93,,,,,
26,22,33,21,4,,3392,,,,0,71,3,1,,,,,
2,10,,6,,,742,,,,1,70,2,121,,,,,
4,10,11,21,,,12,,,,1,68,1,75,,,,,
2,,,30,,,3398,,,,1,67,2,95,,,,,
6,17,,64,4,,3399,,,,1,69,3,100,,,,,
5,15,1,4,,,1161,,,,0,69,2,1,,,,,
12,23,,12,30,,3400,,,,0,67,1,2,,,,,
1,22,,27,,,3401,,,,0,68,3,1,,,,,
6,,,4,,,12,,,,1,69,2,106,,,,,
4,,,21,4,,408,,,,1,70,1,96,,,,,
12,,,12,30,,2101,,,,0,71,3,3,,,,,
5,1,22,31,23,,3402,,,,0,71,3,1,,,,,
19,23,,10,,,3403,,,,0,70,2,1,,,,,
2,18,,4,,,522,,,,1,58,3,151,,,,,
2,10,,24,49,,3404,,,,1,69,2,78,,,,,
3,18,,4,,,3405,,,,1,69,1,85,,,,,
6,3,,16,4,,12,,,,1,69,1,69,,,,,
3,18,,4,,,3406,,,,1,64,1,84,,,,,
16,,,37,,,2003,,,,0,65,3,1,,,,,
5,15,,4,,,12,,,,0,71,3,1,,,,,
6,,,4,,,12,,,,1,70,3,88,,,,,
2,10,,56,97,,3407,,,,1,68,1,110,,,,,
3,11,18,4,,,1324,,,,1,67,1,86,,,,,
7,2,29,4,,,3408,,,,1,71,2,108,,,,,
5,15,,10,,,12,,,,0,71,2,1,,,,,
16,1,,37,,,323,,,,0,70,3,3,,,,,
16,1,,10,,,323,,,,0,71,3,1,,,,,
2,28,35,4,,,3409,,,,1,69,2,102,,,,,
7,2,10,24,14,,635,,,,1,68,3,113,,,,,
3,10,,25,,,3410,,,,1,68,2,106,,,,,
3,10,,25,,,2961,,,,1,69,1,117,,,,,
4,7,,4,,,210,,,,1,68,1,109,,,,,
12,26,33,4,12,,3411,,,,0,71,3,3,,,,,
1,30,22,10,,,3221,,,,0,61,1,1,,,,,
1,22,,3,,,3412,,,,0,68,1,1,,,,,
2,10,,25,,,3413,,,,1,61,2,121,,,,,
18,,,4,23,,3414,,,,1,68,1,99,,,,,
2,10,18,22,,,3415,,,,1,70,1,139,,,,,
1,23,,12,,,3416,,,,0,63,1,1,,,,,
2,10,35,21,16,19,2073,,,,1,60,2,110,,,,,
2,,,4,,,1990,,,,1,68,1,110,,,,,
4,7,,4,,,445,,,,1,57,3,104,,,,,
4,7,,4,,,3417,,,,1,59,1,95,,,,,
5,1,26,10,,,188,,,,0,70,1,1,,,,,
6,10,,1,,,12,,,,1,71,2,122,,,,,
7,2,,4,31,,483,,,,1,68,3,105,,,,,
2,10,,21,,,781,,,,1,67,2,96,,,,,
15,,,4,,,12,,,,0,68,3,1,,,,,
4,21,10,37,,,1253,,,,1,49,3,87,,,,,
9,1,23,21,,,3418,,,,0,71,3,2,,,,,
2,28,,4,,,3409,,,,1,67,2,106,,,,,
28,11,18,4,,,3419,,,,1,69,2,112,,,,,
12,23,,4,,,3420,,,,0,71,2,3,,,,,
24,31,3,4,,,382,,,,1,33,3,85,,,,,
2,35,,21,4,,3421,,,,1,68,2,107,,,,,
3,28,,4,,,3422,,,,1,68,1,76,,,,,
15,,,10,,,3423,,,,0,71,2,1,,,,,
1,22,,10,,,2375,,,,0,62,1,1,,,,,
9,5,22,21,,,3424,,,,0,64,2,1,,,,,
6,10,,21,,,12,,,,1,67,3,95,,,,,
7,28,,4,,,3425,,,,1,70,1,88,,,,,
1,30,22,32,,,3426,,,,0,62,2,1,,,,,
2,17,,4,,,3427,,,,1,62,3,116,,,,,
3,10,18,9,,,957,,,,1,61,1,121,,,,,
3,,,4,,,3428,,,,1,61,1,82,,,,,
27,,,4,,,3429,,,,0,70,3,1,,,,,
2,10,,10,,,529,,,,1,67,1,107,,,,,
2,28,,4,87,21,3430,,,,1,66,1,87,,,,,
7,10,,1,,,3431,,,,1,71,1,46,,,,,
7,,,4,,,3432,,,,1,48,2,103,,,,,
9,5,22,21,,,2002,,,,0,68,3,1,,,,,
4,31,10,23,,,3433,,,,1,30,2,97,,,,,
23,,,4,,,1864,,,,0,70,2,1,,,,,
5,26,33,4,,,3434,,,,0,71,3,5,,,,,
13,7,,4,,,3435,,,,1,46,1,91,,,,,
13,7,35,4,,,3436,,,,1,52,1,91,,,,,
4,2,10,23,,,3437,,,,1,27,2,101,,,,,
4,11,,4,31,,2028,,,,1,60,2,104,,,,,
6,,,4,,,12,,,,1,69,1,92,,,,,
5,1,22,19,,,3438,,,,0,69,1,1,,,,,
2,10,18,37,,,3439,,,,1,71,2,151,,,,,
3,,,21,,,3440,,,,1,66,3,89,,,,,
22,,,4,,,1043,,,,0,69,3,5,,,,,
9,5,1,21,,,2926,,,,0,69,3,2,,,,,
6,17,,28,,,3441,,,,1,68,1,84,,,,,
5,1,22,19,,,3442,,,,0,69,2,1,,,,,
7,2,28,4,,,347,,,,1,68,3,97,,,,,
9,12,,21,4,,3443,,,,0,67,3,2,,,,,
10,18,,14,,,161,,,,1,68,2,92,,,,,
15,1,,11,,,12,,,,0,59,3,1,,,,,
18,,,4,,,1505,,,,1,49,3,129,,,,,
6,17,,4,,,3287,,,,1,70,3,86,,,,,
21,10,35,37,,,153,,,,1,65,3,46,,,,,
12,23,,19,4,,1410,,,,0,70,2,3,,,,,
7,2,10,25,,,1224,,,,1,55,1,124,,,,,
6,17,,4,,,12,,,,1,70,2,83,,,,,
22,,,4,,,3444,,,,0,69,3,2,,,,,
2,10,,14,,,3445,,,,1,69,1,115,,,,,
2,18,,4,,,640,,,,1,52,2,112,,,,,
1,22,,5,,,3446,,,,0,71,2,1,,,,,
10,35,,34,,,3447,,,,1,70,2,104,,,,,
2,28,10,14,,,3448,,,,1,68,1,101,,,,,
1,22,,10,,,3449,,,,0,59,1,1,,,,,
15,1,,6,,,12,,,,0,68,2,1,,,,,
3,28,10,38,,,3450,,,,1,70,1,95,,,,,
5,1,34,43,,,3451,,,,0,70,3,1,,,,,
7,2,35,4,,,3452,,,,1,69,1,97,,,,,
5,23,22,4,,,3453,,,,0,70,3,1,,,,,
2,28,18,4,,,3454,,,,1,68,2,97,,,,,
23,,,4,,,1640,,,,0,70,3,3,,,,,
7,,,4,,,3455,,,,1,61,1,89,,,,,
2,,,21,4,90,3456,,,,1,66,3,161,,,,,
2,,,4,21,90,3456,,,,1,67,3,205,,,,,
2,,,10,,,3456,,,,1,67,3,123,,,,,
2,,,10,,,3456,,,,1,66,3,190,,,,,
4,2,10,23,31,,3457,,,,1,65,2,108,,,,,
4,2,10,22,,,3295,,,,1,70,2,136,,,,,
9,27,,21,,,3458,,,,0,71,3,7,,,,,
9,27,,10,,,2701,,,,0,71,3,2,,,,,
9,27,,21,,,3459,,,,0,70,3,4,,,,,
9,27,,10,,,2701,,,,0,64,1,1,,,,,
4,24,31,6,,,181,,,,1,31,2,161,,,,,
6,,,4,,,12,,,,1,71,2,114,,,,,
4,7,2,23,31,,3460,,,,1,63,1,128,,,,,
4,2,,4,30,,3461,,,,1,57,2,133,,,,,
9,5,1,21,,,3462,,,,0,65,2,1,,,,,
3,28,,4,14,49,3463,,,,1,65,1,101,,,,,
13,7,,31,,,294,,,,1,68,1,86,,,,,
2,35,,21,19,4,3421,,,,1,70,3,124,,,,,
23,,,4,37,,2503,,,,0,65,3,1,,,,,
4,,,4,,,3464,,,,1,71,1,94,,,,,
4,18,,4,,,7,,,,1,67,3,168,,,,,
14,,,4,,,7,,,,0,67,1,1,,,,,
3,,,4,,,3465,,,,1,69,1,94,,,,,
22,25,,4,,,3466,,,,0,70,3,1,,,,,
3,18,,4,,,2021,,,,1,60,1,85,,,,,
12,23,22,10,,,3467,,,,0,72,2,1,,,,,
6,,,12,,,12,,,,1,70,2,71,,,,,
3,,,12,,,3468,,,,1,69,1,88,,,,,
2,10,,14,,,3469,,,,1,67,2,99,,,,,
2,28,,4,,,1480,,,,1,69,1,96,,,,,
2,,,4,,,3470,,,,1,71,2,132,,,,,
